taxid,group_id,disposition,description,penalty,type
961303,1,GUILTY,"WHILE OFF-DUTY HAVING DISCHARGED ONE (1) ROUND FROM AN UNAUTHORIZED OFF-DUTY FIREARM, REMOVED THE SPENT SHELL CASING FROM THE SCENE OF THE DISCHARGE, WENT TO HIS RESIDENCE, UNLOADED THE FIREARM WHICH HAD BEEN DISCHARGED, AND SECURED THE FIREARM, CARTRIDGES AND CASING INSIDE SAID RESIDENCE.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
952250,1,GUILTY,DAMAGED PROPERTY OF A PERSON KNOWN TO THE DEPARTMENT.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
939485,1,GUILTY,"DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD HIS SERVICE FIREARM, AS REQUIRED.",,charge
939485,1,GUILTY,"WHILE ON-DUTY, DID FAIL TO IMMEDIATELY NOTIFY THE PATROL SUPERVISOR UPON DISCOVERING THE LOSS OF HIS FIREARM.",,charge
935762,1,GUILTY,"KNOWINGLY ASSOCIATED WITH A PERSON REASONABLY BELIEVED TO BE ENGAGED IN, LIKELY TO ENGAGE IN OR TO HAVE ENGAGED IN CRIMINAL ACTIVITIES.",VACATION DAYS (40 day(s) ),charge
935762,1,GUILTY,UTILIZED A DEPARTMENT COMPUTER TO ACCESS DEPARTMENT RECORDS FOR PERSONAL REASONS UNRELATED TO THE OFFICIAL BUSINESS OF THE DEPARTMENT OR THE CITY OF NEW YORK.,VACATION DAYS (40 day(s) ),charge
935762,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY UTILIZED A DEPARTMENT VEHICLE FOR PERSONAL REASONS UNRELATED TO THE OFFICIAL BUSINESS OF THE DEPARTMENT OR THE CITY OF NEW YORK.",VACATION DAYS (40 day(s) ),charge
935762,1,GUILTY,"WHILE ON-DUTY, LEFT HER ASSIGNED PRECINCT AND ASSIGNED BOROUGH WITHOUT PERMISSION OR NECESSITY, IN ORDER TO CONDUCT PERSONAL BUSINESS.",VACATION DAYS (40 day(s) ),charge
935762,1,GUILTY,"WHILE ON DUTY, WAS ABSENT FROM HER ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY WHILE TAKING CARE OF PERSONAL BUSINESS.",VACATION DAYS (40 day(s) ),charge
935762,1,GUILTY,"WHILE ON-DUTY, IMPROPERLY TRANSPORTED A CIVILIAN IN A DEPARTMENT VEHICLE FOR PERSONAL REASONS UNRELATED TO THE OFFICIAL BUSINESS OF THE DEPARTMENT OR CITY OF NEW YORK.",VACATION DAYS (40 day(s) ),charge
935763,1,GUILTY,FAILED TO PREPARE PROPERTY CLERK INVOICE REGARDING INVESTIGATORY/ FOUND PROPERTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,FAILED TO SAFEGUARD PROPERTY,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,FAILED TO NOTIFY DEPARTMENT OF MISCONDUCT OF OTHER MEMBERS OF THE SERVICE,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,OMITTED ENTRIES IN ACTIVITY LOG REGARDING A POLICE INCIDENT,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,FAILED TO PROPERLY SEND RADIO TRANSMISSION AND ENSURE COMPLAINT REPORT WAS ENTERED INTO COMPLAINT SYSTEM IN A TIMELY FASHION,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,INTERFERED WITH AN OFFICIAQL DEPARTMENT INVESTIGATION,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,MADE FALSE STATEMENTS DURING AN OFFICIAL DEPARTMENT INTERVIEW,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,1,GUILTY,WRONGFULLY OFFERED TO LET INDIVIDUAL KNOWN TO THE DEPARTMENT KEEP PROPERTY THAT WAS FOUND PROPERTY AND/OR INVESTIGATORY EVIDENCE,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
935763,2,GUILTY,"WHILE ON-DUTY, ACTED DISCOURTEOUSLY TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
935763,2,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY BY FRISKING A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
935763,2,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY BY FRISKING A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
935763,2,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY BY SEARCHING A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
935763,2,GUILTY,"WHILE ON-DUTY, SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
946559,1,PLEADED GUILTY,HAVING BEEN INFORMED OF AN OFF-DUTY PHYSICAL ALTERCATION WITH ANOTHER UNIFORMED MEMBER OF THE SERVICE FAILED TO REPORT THE MATTER IMMEDIATELY TO HIS PATROL SUPERVISOR OR PLATOON COMMANDER AS REQUIRED.,VACATION DAYS (8 day(s) ),charge
946559,1,PLEADED GUILTY,"FAILED TO PREPARE AIDED REPORT, MAKE ACTIVITY LOG ENTRIES, OR ACCOMPANY INJURED PERSON TO HOSPITAL AS REQUIRED.",VACATION DAYS (8 day(s) ),charge
946559,1,PLEADED GUILTY,WRONGFULLY FAILED TO FOLLOW REQUIRED EDP PROCEDURES.,VACATION DAYS (8 day(s) ),charge
951275,1,GUILTY,"WHILE ON-DUTY, FAILED TO SAFEGUARD A PRISONER RESULTING IN THE ESCAPE OF SAID INDIVIDUAL",VACATION DAYS (20 day(s) ),charge
953421,1,GUILTY,ABUSED HIS AUTHORITY IN THAT HE STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (3 day(s) ),charge
947498,1,GUILTY,"while on-duty, wrongfully and without just caused transmitted to another Member of the Service, a recording of a police incident without permission or authority, to do so.",VACATION DAYS (20 day(s) ),charge
937564,1,PLEADED GUILTY,Misuse of time.,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge
937564,1,PLEADED GUILTY,Failed to make proper activity log entries.,"FORFEITURE OF TIME/LEAVE BALANCES, VACATION DAYS (20 day(s) )",charge
957180,1,PLEADED GUILTY,Failed to conduct an investigation.,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (10 day(s) ), VACATION DAYS (40 day(s) )",charge
957180,1,PLEADED GUILTY,Failed to take police action/render police services.,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (10 day(s) ), VACATION DAYS (40 day(s) )",charge
957180,1,PLEADED GUILTY,Wrongfully deactivated their body worn camera.,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (10 day(s) ), VACATION DAYS (40 day(s) )",charge
943832,1,GUILTY,"WHILE ON-DUTY, MADE AN INACCURATE ENTRY IN A POLICE ACCIDENT REPORT.",VACATION DAYS (30 day(s) ),charge
943832,1,GUILTY,"WHILE ON-DUTY, FAILED TO FOLLOW PROPER DARP PROCEDURE.",VACATION DAYS (30 day(s) ),charge
947503,1,GUILTY,"WHILE ON-DUTY, STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
947503,1,GUILTY,"WHILE ON-DUTY, FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
947503,1,GUILTY,"WHILE ON-DUTY, SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
949682,1,NOLO CONTENDRE,FAILURE TO NOTIFY RADIO DISPATCH.,VACATION DAYS (10 day(s) ),charge
949682,1,NOLO CONTENDRE,FAILURE TO SUPERVISE.,VACATION DAYS (10 day(s) ),charge
949682,1,NOLO CONTENDRE,FAILURE TO TERMINATE A VEHICLE PURSUIT.,VACATION DAYS (10 day(s) ),charge
937119,1,GUILTY,INTENTIONALLY STARTED A FIRE IN THE MASTER BEDROOM CLOSET OF HER RESIDENCE.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
937119,1,GUILTY,INTENTIONALLY STARTED A FIRE IN THE MASTER BEDROOM CLOSET OF HER RESIDENCE RESULTING IN DAMAGE TO HER HUSBAND'S CLOTHES.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
947504,1,GUILTY,Violated confidential informant procedures.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to properly document investigatory action.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to properly document investigatory action.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Violated confidential informant procedures.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to supervise.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to supervise.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to supervise.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Failure to make proper notifications.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,"Failure to properly document investigatory action.
Failed to make required entries in Department Logs/Activity Log.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
947504,1,GUILTY,Wrongfully disseminated confidential Department information.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
957890,1,GUILTY,Left the scene of an accident.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge
957890,1,GUILTY,Conducted personal business while on duty.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge
957890,1,GUILTY,Failed to make required entries in Activity Log.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge
957890,1,GUILTY,Made misleading or inaccurate statements during an official Department interview.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (50 day(s) )",charge
949684,1,GUILTY,"WHILE ON-DUTY, DURING AN OFFICIAL DEPARTMENT INTERVIEW REGARDING AN INVESTIGATION, DID WRONGFULLY MAKE MISLEADING STATEMENTS.",VACATION DAYS (20 day(s) ),charge
953432,1,GUILTY,"WHILE ON-DUTY, FAILED AND NEGLECTED TO REQUEST THE PATROL SUPERVISOR AFTER STRIKING A PEDESTRIAN WHILE OPERATING A DEPARTMENT VEHICLE.",VACATION DAYS (10 day(s) ),charge
953432,1,GUILTY,"WHILE ON-DUTY, FAILED AND NEGLECTED TO PREPARE A REPORT OF MOTOR VEHICLE ACCIDENT AFTER STRIKING A PEDESTRIAN WHILE OPERATING A DEPARTMENT VEHICLE.",VACATION DAYS (10 day(s) ),charge
958086,1,PLEADED GUILTY,Wrongfully used physical force.,VACATION DAYS (13 day(s) ),charge
958086,1,PLEADED GUILTY,Failed to activate their body-worn camera.,VACATION DAYS (13 day(s) ),charge
958086,1,PLEADED GUILTY,Failed to make required entries in Department Logs.,VACATION DAYS (13 day(s) ),charge
958086,1,PLEADED GUILTY,Failed to prepare required reports.,VACATION DAYS (13 day(s) ),charge
951294,1,GUILTY,"WHILE OFF-DUTY, SAID POLICE OFFICER PARKED IN A NO STANDING ZONE WHERE ELDERLY AND DISABLED PERSONS WERE PICKED UP/DROPPED OFF AND REFUSED TO MOVE WHEN ASKED TO DO SO",VACATION DAYS (20 day(s) ),charge
951294,1,GUILTY,"WHILE OFF-DUTY, FAILED TO REMAIN AT THE SCENE OF A TRAFFIC DISPUTE AFTER THE POLICE WERE NOTIFIED",VACATION DAYS (20 day(s) ),charge
951294,1,GUILTY,"WHILE OFF-DUTY, USED HIS RESTRICTED PARKING PERMIT TO PARK IN A NO STANDING ZONE WHILE HE OBTAINED A HAIRCUT",VACATION DAYS (20 day(s) ),charge
951294,1,GUILTY,"WHILE OFF-DUTY, AFTER A TRAFFIC DISPUTE INVOLVING AN INDIVIDUAL KNOWN TO THE DEPARTMENT DURING WHICH SAID POLICE OFFICER THREATENED TO DRIVE UP ON THE CURB WHILE ELDERLY AND DISABLED PERSONS WERE BEING UNLOADED FROM AN AMBULETTE",VACATION DAYS (20 day(s) ),charge
951296,1,GUILTY,"WHILE ON-DUTY AND IN UNIFORM, EXPRESSED A PERSONAL OPINION ABOUT PUBLIC POLICY.","PRE-TRIAL SUSPENSION DAYS (7 day(s) ), VACATION DAYS (8 day(s) )",charge
933550,1,GUILTY,Wrongful threat of force.,VACATION DAYS (5 day(s) ),charge
933550,1,GUILTY,Wrongfully discourteous to an individual known to the Department.,VACATION DAYS (5 day(s) ),charge
933550,1,GUILTY,"Wrongfully used offensive language towards an individual known to the Department
(race, religion, ethnicity, gender identity, sexual orientation, age, or disability).",VACATION DAYS (5 day(s) ),charge
953441,1,PLEADED GUILTY,"Improperly used Department property, resources, or equipment.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
953441,1,PLEADED GUILTY,Failed to make required entries in Department logs.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
953441,1,PLEADED GUILTY,"Misuse of time.
Conducted personal business while on duty.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
953441,1,PLEADED GUILTY,"Made false, misleading, or inaccurate statements during an official Department interview.","DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
953441,1,PLEADED GUILTY,Off-duty employment without permission.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
953441,1,PLEADED GUILTY,Made computer inquiries unrelated to official Department business.,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (45 day(s) )",charge
959268,1,GUILTY,Discourtesy,VACATION DAYS (5 day(s) ),charge
959268,1,GUILTY,Discourtesy,VACATION DAYS (5 day(s) ),charge
959268,1,GUILTY,Discourtesy,VACATION DAYS (5 day(s) ),charge
955528,1,GUILTY,WHILE OFF-DUTY WRONGFULLY WAS INVOLVED IN A PHYSICAL ALTERCATION WITH AN OFF-DUTY CIVILIAN MEMBER OF SERVICE.,"COUNSELING, VACATION DAYS (20 day(s) )",charge
955528,1,GUILTY,MADE INACCURATE OR INCOMPLETE STATEMENTS DURING AN OFFICAL DEPARTMENT INTERVIEW REGARDING AN INCIDENT.,"COUNSELING, VACATION DAYS (20 day(s) )",charge
952264,1,GUILTY,"WHILE ON-DUTY, FAILED TO PREPARE A DOMESTIC INCIDENT REPORT AS REQUIRED",VACATION DAYS (15 day(s) ),charge
952264,1,GUILTY,"WHILE ON-DUTY, FAILED TO MAKE A PROPER ENTRY IN HIS ACTIVITY LOG",VACATION DAYS (15 day(s) ),charge
952264,1,GUILTY,"WHILE ON-DUTY, FAILED TO GIVE BACK A PROPER RADIO DISPOSITION",VACATION DAYS (15 day(s) ),charge
891057,1,GUILTY,FAILED TO NOTIFY OPERATIONS UNIT OF HIS INVOLVEMENT IN AN UNUSUAL POLICE OCCURRENCE.,VACATION DAYS (35 day(s) ),charge
949915,1,PLEADED GUILTY,"WHILE ON-DUTY, FAILED TO SAFEGUARD A PERSON DEEMED AN EMOTIONALLY DISTURBED PERSON.",VACATION DAYS (12 day(s) ),charge
949915,1,PLEADED GUILTY,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR.",VACATION DAYS (12 day(s) ),charge
949915,1,PLEADED GUILTY,"WHILE ON-DUTY, FAILED TO CONDUCT A THOROUGH SEARCH UPON LOSING CUSTODY OF AN EMOTIONALLY DISTURBED PERSON, AND FURTHER FAILED TO NOTIFY ANY SUPERVISORS.",VACATION DAYS (12 day(s) ),charge
949915,1,PLEADED GUILTY,"WHILE ON-DUTY, WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (12 day(s) ),charge
940772,1,GUILTY,"WHILE ON DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT, IN THAT HE FAILED TO OBTAIN MEDICAL TREATMENT FOR A PERSON KNOWN TO THE DEPARTMENT",VACATION DAYS (5 day(s) ),charge
939536,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY INGESTED ALCOHOL.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
939536,1,GUILTY,"WHILE ON-DUTY, WAS UNFIT FOR DUTY DUE TO HIS INGESTION OF ALCOHOL","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
939536,1,GUILTY,"WHILE ON-DUTY, PERFORMED OFFICIAL DEPARTMENT DUTIES WHILE UNARMED","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
939536,1,GUILTY,"WHILE ON-DUTY,  FAILED TO MAKE PROPER ENTRIES IN THE COMMAND'S MOVEMENT LOG AND VEHICLE UTILIZATION LOG.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
939536,1,GUILTY,"WHILE ON-DUTY, POSSESSED AND USED A DUPLICATE SHIELD IN LIEU OF HIS DEPARTMENT ISSUED SHIELD","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
939536,1,GUILTY,"WHILE ON-DUTY, OPERATED A DEPARTMENT VEHICLE WHILE HIS ABILITY WAS IMPAIRED AND/OR WHILE UNDER THE INFLUENCE OF ALCOHOL","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, SUSPENDED W/O PAY (55 day(s) ), VACATION DAYS (20 day(s) )",charge
964300,1,PLEADED GUILTY,Made computer inquiries unrelated to official Department business.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
964300,1,PLEADED GUILTY,Failed to obey a lawful order.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
964300,1,PLEADED GUILTY,Made misleading or inaccurate statements during an official Department interview.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
964300,1,PLEADED GUILTY,Made misleading or inaccurate statements during an official Department interview.,"SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
962121,1,PLEADED GUILTY,Involved in a physical altercation.,PRE-TRIAL SUSPENSION DAYS (22 day(s) ),charge
935781,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY STOPPED THE VEHICLE BEING OPERATED BY A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (3 day(s) ),charge
935781,1,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT IN THAT HE FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (3 day(s) ),charge
939520,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
939520,1,PLEADED GUILTY,Operated a motor vehicle while under the influence of an intoxicant.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
939520,1,PLEADED GUILTY,Operated a motor vehicle while their ability was impaired.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
939520,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
939520,1,PLEADED GUILTY,Left the scene of an accident.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
939520,1,PLEADED GUILTY,Unfit for duty while armed.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (35 day(s) )",charge
933389,1,GUILTY,AUTHORIZED THE STRIP SEACH OF A PRISONER WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (8 day(s) ),charge
942587,1,GUILTY,"ON DUTY,  DETAINED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
942587,2,GUILTY,"WHILE OFF-DUTY, WAS FOUND UNFIT FOR DUTY.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (11 day(s) )",charge
942587,2,GUILTY,"WHILE OFF-DUTY, WAS FOUND UNFIT FOR DUTY, WHILE ARMED.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (11 day(s) )",charge
942587,2,GUILTY,FAILED AND NEGLECTED TO SAFEGUARD AND CARRY HIS DEPARTMENT SHIELD.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (11 day(s) )",charge
947521,1,PLEADED GUILTY,Discourtesy.,VACATION DAYS (5 day(s) ),charge
943850,1,GUILTY,WRONGFULLY ENGAGED IN OFF-DUTY EMPLOYMENT WITHOUT AUTHORITY OR PERMISSION .,VACATION DAYS (10 day(s) ),charge
945401,1,PLEADED GUILTY,Living outside the state.,VACATION DAYS (20 day(s) ),charge
948278,1,GUILTY,"While off-duty, violated Department of Motor Vehicle Rules.",VACATION DAYS (20 day(s) ),charge
951308,1,GUILTY,"WHILE ON-DUTY, WAS DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (3 day(s) ),charge
940778,1,GUILTY,ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
945038,1,GUILTY,WHILE ON-DUTY SENT OFFENSIVE TEXT MESSAGES TO ANOTHER MEMBER OF SERVICE.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
945038,1,GUILTY,WHILE ON-DUTY WRONGFULLY MADE FALSE AND MISLEADING STATEMENTS DURING AN OFFICIAL INVESTIGATION.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
945038,2,PLEADED GUILTY,Wrongfully used offensive language.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
945038,2,PLEADED GUILTY,Made misleading or inaccurate statements during a Civilian Complaint Review Board interview.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
942588,1,GUILTY,"WHILE ON-DUTY, FAILED TO SUPERVISE OTHER MEMBERS OF THE SERVICE UNDER HIS SUPERVISION.",VACATION DAYS (20 day(s) ),charge
942588,1,GUILTY,FAILED TO MAKE PROPER ENTRIES IN HIS ACTIVITY LOG.,VACATION DAYS (20 day(s) ),charge
939542,1,GUILTY,"AFTER BEING INVOLVED IN AN ALTERCATION INVOLVING ANOTHER MEMBER OF SERVICE, FAILED TO REPORT MATTER IMMEDIATELY TO SUPERVISOR OR PLATOON COMMANDER AS REQUIRED.",VACATION DAYS (8 day(s) ),charge
939542,1,GUILTY,"FAILED TO PREPARE AIDED REPORT, MAKE ACTIVITY LOG ENTRIES OR ACCOMPANY INJURED PERSON TO HOSPITAL AS REQUIRED.",VACATION DAYS (8 day(s) ),charge
939542,1,GUILTY,FAILED TO FOLLOW REQUIRED EDP PROCEDURES.,VACATION DAYS (8 day(s) ),charge
929229,1,GUILTY,"WHILE ON-DUTY, FAILED TO ADEQUATELY INVESTIGATE THE CIRCUMSTANCES OF THE ARREST OF A MEMBER KNOWN TO THE DEPARTMENT",VACATION DAYS (25 day(s) ),charge
929229,1,GUILTY,"WHILE ON-DUTY, FAILED TO REQUEST THE RESPONSE OF A PATROL SUPERVISOR AFTER BECOMING AWARE THAT THE SUBJECT OF AN UNUSUAL POLICE OCCURRENCE WAS A MEMBER KNOWN TO THE DEPARTMENT",VACATION DAYS (25 day(s) ),charge
929229,1,GUILTY,"WHILE ON-DUTY, AFTER BECOMING AWARE THAT A MEMBER KNOWN TO THE DEPARTMENT WAS INTOXICATED OR IMPAIRED WHILE ARMED, FAILED TO NOTIFY THE INTERNAL AFFAIRS BUREAU",VACATION DAYS (25 day(s) ),charge
929229,1,GUILTY,"WHILE ON-DUTY, MADE INADEQUATE ENTRIES TO HIS ACTIVITY LOG",VACATION DAYS (25 day(s) ),charge
929229,1,GUILTY,"WHILE ON-DUTY, FAILED TO PREPARE A SUPERVISOR's FITNESS FOR DUTY REPORT AND NOTIFY A PRECINCT COMMANDER OR DUTY CAPTAIN TO RESPOND TO THE INCIDENT LOCATION",VACATION DAYS (25 day(s) ),charge
956286,1,GUILTY,"WHILE OFF-DUTY, FAILED AND NEGLECTED TO SAFEGUARD HIS OFF-DUTY FIREARM BY PLACING IT INSIDE OF AN UNATTENDED VEHICLE RESULTING IN ITS THEFT.",PRE-TRIAL SUSPENSION DAYS (31 day(s) ),charge
